town_code,region_code,ID Provincia,ID Municipio,name,population,census,votes,null_votes,blank_votes,scrutinized,Fecha
05036,08,05,036,"Bohodón, El",128,123,93,7,4,100,Datos de las 20:48 del 24 de Mayo de 2015
05037,08,05,037,Bohoyo,312,273,198,2,4,100,Datos de las 21:00 del 24 de Mayo de 2015
05038,08,05,038,Bonilla de la Sierra,124,122,87,1,9,100,Datos de las 20:45 del 24 de Mayo de 2015
05039,08,05,039,Brabos,49,56,48,0,0,100,Datos de las 20:54 del 24 de Mayo de 2015
05040,08,05,040,Bularros,71,68,56,1,1,100,Datos de las 20:33 del 24 de Mayo de 2015
05041,08,05,041,Burgohondo,1241,1018,854,12,13,100,Datos de las 23:45 del 24 de Mayo de 2015
05042,08,05,042,Cabezas de Alambre,169,154,126,5,0,100,Datos de las 21:48 del 24 de Mayo de 2015
05043,08,05,043,Cabezas del Pozo,84,86,71,1,1,100,Datos de las 20:30 del 24 de Mayo de 2015
05044,08,05,044,Cabezas del Villar,271,269,183,4,8,100,Datos de las 20:57 del 24 de Mayo de 2015
05045,08,05,045,Cabizuela,100,93,85,6,0,100,Datos de las 21:15 del 24 de Mayo de 2015
05046,08,05,046,Canales,53,47,37,0,0,100,Datos de las 20:45 del 24 de Mayo de 2015
05047,08,05,047,Candeleda,5143,4252,3443,92,39,100,Datos de las 23:12 del 24 de Mayo de 2015
05048,08,05,048,Cantiveros,132,120,111,5,1,100,Datos de las 21:18 del 24 de Mayo de 2015
05049,08,05,049,Cardeñosa,473,403,320,7,8,100,Datos de las 21:15 del 24 de Mayo de 2015
05051,08,05,051,"Carrera, La",203,190,146,27,13,100,Datos de las 21:21 del 24 de Mayo de 2015
05052,08,05,052,Casas del Puerto,101,99,93,0,0,100,Datos de las 21:45 del 24 de Mayo de 2015
05053,08,05,053,Casasola,81,87,87,4,3,100,Datos de las 20:27 del 24 de Mayo de 2015
05054,08,05,054,Casavieja,1536,1259,1008,49,15,100,Datos de las 22:00 del 24 de Mayo de 2015
05055,08,05,055,Casillas,721,598,526,9,1,100,Datos de las 21:57 del 24 de Mayo de 2015
05056,08,05,056,Castellanos de Zapardiel,98,96,92,1,0,100,Datos de las 21:21 del 24 de Mayo de 2015
05057,08,05,057,Cebreros,3302,2509,2051,58,37,100,Datos de las 23:00 del 24 de Mayo de 2015
05058,08,05,058,Cepeda la Mora,87,83,63,2,0,100,Datos de las 20:42 del 24 de Mayo de 2015
05067,08,05,067,Chamartín,75,83,67,1,5,100,Datos de las 21:54 del 24 de Mayo de 2015
05059,08,05,059,Cillán,104,107,95,1,0,100,Datos de las 21:09 del 24 de Mayo de 2015
05060,08,05,060,Cisla,122,114,95,4,3,100,Datos de las 21:57 del 24 de Mayo de 2015
05061,08,05,061,"Colilla, La",336,258,203,3,5,100,Datos de las 21:12 del 24 de Mayo de 2015
05062,08,05,062,Collado de Contreras,203,188,158,10,2,100,Datos de las 22:31 del 24 de Mayo de 2015
05063,08,05,063,Collado del Mirón,36,35,29,1,2,100,Datos de las 20:57 del 24 de Mayo de 2015
05064,08,05,064,Constanzana,118,107,82,7,3,100,Datos de las 21:06 del 24 de Mayo de 2015
05065,08,05,065,Crespos,518,479,414,2,4,100,Datos de las 21:48 del 24 de Mayo de 2015
05066,08,05,066,Cuevas del Valle,531,461,392,10,12,100,Datos de las 21:54 del 24 de Mayo de 2015
05903,08,05,903,Diego del Carpio,158,159,123,3,0,100,Datos de las 21:27 del 24 de Mayo de 2015
05069,08,05,069,Donjimeno,88,77,65,2,1,100,Datos de las 20:42 del 24 de Mayo de 2015
05070,08,05,070,Donvidas,41,31,24,0,0,100,Datos de las 20:18 del 24 de Mayo de 2015
05072,08,05,072,Espinosa de los Caballeros,101,89,83,0,1,100,Datos de las 21:36 del 24 de Mayo de 2015
05073,08,05,073,Flores de Ávila,326,303,241,16,12,100,Datos de las 21:45 del 24 de Mayo de 2015
05074,08,05,074,Fontiveros,798,696,584,22,6,100,Datos de las 21:48 del 24 de Mayo de 2015
05075,08,05,075,Fresnedilla,122,109,85,4,2,100,Datos de las 21:00 del 24 de Mayo de 2015
05076,08,05,076,"Fresno, El",592,492,379,29,18,100,Datos de las 20:54 del 24 de Mayo de 2015
05077,08,05,077,Fuente el Saúz,189,169,155,5,1,100,Datos de las 21:36 del 24 de Mayo de 2015
05078,08,05,078,Fuentes de Año,131,122,100,4,0,100,Datos de las 21:57 del 24 de Mayo de 2015
05079,08,05,079,Gallegos de Altamiros,68,73,55,3,1,100,Datos de las 20:54 del 24 de Mayo de 2015
05080,08,05,080,Gallegos de Sobrinos,62,60,41,7,2,100,Datos de las 20:45 del 24 de Mayo de 2015
05081,08,05,081,Garganta del Villar,40,39,32,3,0,100,Datos de las 20:24 del 24 de Mayo de 2015
05082,08,05,082,Gavilanes,643,530,471,12,8,100,Datos de las 22:00 del 24 de Mayo de 2015
05083,08,05,083,Gemuño,161,147,105,4,1,100,Datos de las 21:00 del 24 de Mayo de 2015
05085,08,05,085,Gil García,41,38,35,1,1,100,Datos de las 20:36 del 24 de Mayo de 2015
05084,08,05,084,Gilbuena,77,73,51,2,0,100,Datos de las 20:42 del 24 de Mayo de 2015
05086,08,05,086,Gimialcón,86,84,63,4,1,100,Datos de las 20:42 del 24 de Mayo de 2015
05087,08,05,087,Gotarrendura,170,142,142,0,0,100,Datos de las 21:21 del 24 de Mayo de 2015
05088,08,05,088,Grandes y San Martín,31,33,24,1,1,100,Datos de las 21:00 del 24 de Mayo de 2015
05089,08,05,089,Guisando,554,479,395,12,4,100,Datos de las 21:51 del 24 de Mayo de 2015
05090,08,05,090,Gutierre-Muñoz,85,87,78,1,3,100,Datos de las 20:54 del 24 de Mayo de 2015
05092,08,05,092,Hernansancho,185,163,132,3,4,100,Datos de las 21:45 del 24 de Mayo de 2015
05093,08,05,093,Herradón de Pinares,548,429,342,4,3,100,Datos de las 23:09 del 24 de Mayo de 2015
05094,08,05,094,Herreros de Suso,153,151,113,2,8,100,Datos de las 21:03 del 24 de Mayo de 2015
05095,08,05,095,Higuera de las Dueñas,306,271,236,1,0,100,Datos de las 23:42 del 24 de Mayo de 2015
05096,08,05,096,"Hija de Dios, La",79,78,63,1,0,100,Datos de las 20:42 del 24 de Mayo de 2015
05097,08,05,097,"Horcajada, La",515,468,367,10,16,100,Datos de las 21:39 del 24 de Mayo de 2015
05099,08,05,099,Horcajo de las Torres,571,508,447,9,9,100,Datos de las 23:00 del 24 de Mayo de 2015
05100,08,05,100,"Hornillo, El",315,287,249,11,1,100,Datos de las 22:51 del 24 de Mayo de 2015
05102,08,05,102,"Hoyo de Pinares, El",2339,1824,1450,56,8,100,Datos de las 22:00 del 24 de Mayo de 2015
05101,08,05,101,Hoyocasero,283,356,329,2,0,100,Datos de las 22:09 del 24 de Mayo de 2015
05103,08,05,103,Hoyorredondo,78,77,65,1,0,100,Datos de las 20:42 del 24 de Mayo de 2015
05106,08,05,106,Hoyos de Miguel Muñoz,36,36,32,2,0,100,Datos de las 20:33 del 24 de Mayo de 2015
05104,08,05,104,Hoyos del Collado,33,33,20,1,0,100,Datos de las 20:39 del 24 de Mayo de 2015
05105,08,05,105,Hoyos del Espino,389,334,274,34,14,100,Datos de las 21:12 del 24 de Mayo de 2015
05107,08,05,107,Hurtumpascual,67,66,45,3,8,100,Datos de las 20:30 del 24 de Mayo de 2015
05108,08,05,108,Junciana,55,52,35,0,0,100,Datos de las 20:36 del 24 de Mayo de 2015
05109,08,05,109,Langa,526,458,400,21,4,100,Datos de las 22:25 del 24 de Mayo de 2015
05110,08,05,110,Lanzahíta,904,764,687,13,13,100,Datos de las 23:18 del 24 de Mayo de 2015
05113,08,05,113,"Llanos de Tormes, Los",89,81,62,1,1,100,Datos de las 20:30 del 24 de Mayo de 2015
05112,08,05,112,"Losar del Barco, El",114,98,69,0,4,100,Datos de las 20:30 del 24 de Mayo de 2015
05114,08,05,114,Madrigal de las Altas Torres,1544,1363,1227,14,25,100,Datos de las 21:57 del 24 de Mayo de 2015
05115,08,05,115,Maello,689,546,425,3,7,100,Datos de las 21:21 del 24 de Mayo de 2015
05116,08,05,116,Malpartida de Corneja,127,120,98,2,6,100,Datos de las 20:42 del 24 de Mayo de 2015
05117,08,05,117,Mamblas,225,205,188,12,5,100,Datos de las 22:25 del 24 de Mayo de 2015
05118,08,05,118,Mancera de Arriba,99,83,56,0,2,100,Datos de las 20:21 del 24 de Mayo de 2015
05119,08,05,119,Manjabálago y Ortigosa de Rioalmar,36,35,27,0,0,100,Datos de las 20:33 del 24 de Mayo de 2015
05120,08,05,120,Marlín,39,35,26,1,1,100,Datos de las 20:15 del 24 de Mayo de 2015
05121,08,05,121,Martiherrero,304,243,190,13,3,100,Datos de las 21:00 del 24 de Mayo de 2015
05122,08,05,122,Martínez,143,147,121,5,2,100,Datos de las 21:27 del 24 de Mayo de 2015
05123,08,05,123,Mediana de Voltoya,100,96,96,5,2,100,Datos de las 20:48 del 24 de Mayo de 2015
05124,08,05,124,Medinilla,117,108,91,5,4,100,Datos de las 20:42 del 24 de Mayo de 2015
05125,08,05,125,Mengamuñoz,63,57,48,4,0,100,Datos de las 20:48 del 24 de Mayo de 2015
05126,08,05,126,Mesegar de Corneja,77,75,64,1,0,100,Datos de las 20:51 del 24 de Mayo de 2015
05127,08,05,127,Mijares,760,668,591,10,4,100,Datos de las 21:57 del 24 de Mayo de 2015
05128,08,05,128,Mingorría,411,358,270,16,9,100,Datos de las 21:21 del 24 de Mayo de 2015
05129,08,05,129,"Mirón, El",145,133,72,6,1,100,Datos de las 21:03 del 24 de Mayo de 2015
05130,08,05,130,Mironcillo,103,94,72,2,6,100,Datos de las 20:45 del 24 de Mayo de 2015
05131,08,05,131,Mirueña de los Infanzones,99,105,71,4,2,100,Datos de las 20:57 del 24 de Mayo de 2015
05132,08,05,132,Mombeltrán,1152,1026,850,28,6,100,Datos de las 23:06 del 24 de Mayo de 2015
05133,08,05,133,Monsalupe,65,70,55,1,2,100,Datos de las 20:57 del 24 de Mayo de 2015
05134,08,05,134,Moraleja de Matacabras,46,48,41,0,1,100,Datos de las 20:48 del 24 de Mayo de 2015
05135,08,05,135,Muñana,456,437,319,15,14,100,Datos de las 21:21 del 24 de Mayo de 2015
05136,08,05,136,Muñico,103,102,74,1,2,100,Datos de las 20:39 del 24 de Mayo de 2015
05138,08,05,138,Muñogalindo,385,314,193,22,11,100,Datos de las 21:00 del 24 de Mayo de 2015
05139,08,05,139,Muñogrande,64,73,65,0,1,100,Datos de las 22:54 del 24 de Mayo de 2015
05140,08,05,140,Muñomer del Peco,134,113,102,4,0,100,Datos de las 21:30 del 24 de Mayo de 2015
05141,08,05,141,Muñopepe,116,97,87,2,1,100,Datos de las 21:15 del 24 de Mayo de 2015
05142,08,05,142,Muñosancho,110,104,96,4,1,100,Datos de las 21:03 del 24 de Mayo de 2015
05143,08,05,143,Muñotello,61,70,61,0,0,100,Datos de las 20:48 del 24 de Mayo de 2015
05144,08,05,144,Narrillos del Álamo,92,82,56,1,2,100,Datos de las 20:18 del 24 de Mayo de 2015
05145,08,05,145,Narrillos del Rebollar,51,53,46,0,1,100,Datos de las 20:36 del 24 de Mayo de 2015
05149,08,05,149,Narros de Saldueña,116,111,79,4,3,100,Datos de las 21:12 del 24 de Mayo de 2015
05147,08,05,147,Narros del Castillo,188,164,119,14,11,100,Datos de las 22:06 del 24 de Mayo de 2015
05148,08,05,148,Narros del Puerto,27,26,22,2,1,100,Datos de las 20:51 del 24 de Mayo de 2015
05152,08,05,152,Nava de Arévalo,819,697,537,36,13,100,Datos de las 22:09 del 24 de Mayo de 2015
05153,08,05,153,Nava del Barco,102,106,75,7,4,100,Datos de las 20:57 del 24 de Mayo de 2015
05151,08,05,151,Navacepedilla de Corneja,114,96,78,1,2,100,Datos de las 22:09 del 24 de Mayo de 2015
05154,08,05,154,Navadijos,40,36,36,0,0,100,Datos de las 20:45 del 24 de Mayo de 2015
05155,08,05,155,Navaescurial,54,52,52,0,0,100,Datos de las 22:06 del 24 de Mayo de 2015
05156,08,05,156,Navahondilla,327,259,178,3,10,100,Datos de las 0:24 del 25 de Mayo de 2015
05157,08,05,157,Navalacruz,259,244,201,0,0,100,Datos de las 21:27 del 24 de Mayo de 2015
05158,08,05,158,Navalmoral,390,382,316,5,3,100,Datos de las 21:51 del 24 de Mayo de 2015
05159,08,05,159,Navalonguilla,258,262,161,4,8,100,Datos de las 21:33 del 24 de Mayo de 2015
05160,08,05,160,Navalosa,342,320,290,5,1,100,Datos de las 22:00 del 24 de Mayo de 2015
05161,08,05,161,Navalperal de Pinares,902,602,508,9,5,100,Datos de las 21:36 del 24 de Mayo de 2015
05162,08,05,162,Navalperal de Tormes,101,91,62,1,3,100,Datos de las 21:57 del 24 de Mayo de 2015
05163,08,05,163,Navaluenga,2027,1777,1458,20,13,100,Datos de las 22:21 del 24 de Mayo de 2015
05164,08,05,164,Navaquesera,28,28,17,0,2,100,Datos de las 20:24 del 24 de Mayo de 2015
05165,08,05,165,Navarredonda de Gredos,492,385,281,42,23,100,Datos de las 21:57 del 24 de Mayo de 2015
05166,08,05,166,Navarredondilla,231,202,179,0,0,100,Datos de las 21:30 del 24 de Mayo de 2015
05167,08,05,167,Navarrevisca,295,280,252,11,3,100,Datos de las 21:21 del 24 de Mayo de 2015
05168,08,05,168,"Navas del Marqués, Las",5520,3610,2675,65,56,100,Datos de las 22:22 del 24 de Mayo de 2015
05169,08,05,169,Navatalgordo,233,229,184,7,7,100,Datos de las 21:15 del 24 de Mayo de 2015
05170,08,05,170,Navatejares,49,50,41,0,0,100,Datos de las 20:33 del 24 de Mayo de 2015
05171,08,05,171,Neila de San Miguel,79,74,55,3,4,100,Datos de las 21:21 del 24 de Mayo de 2015
05172,08,05,172,Niharra,154,127,120,0,0,100,Datos de las 21:54 del 24 de Mayo de 2015
05173,08,05,173,Ojos-Albos,64,59,49,3,7,100,Datos de las 20:30 del 24 de Mayo de 2015
05174,08,05,174,Orbita,80,71,59,4,2,100,Datos de las 20:48 del 24 de Mayo de 2015
05175,08,05,175,"Oso, El",187,164,130,13,2,100,Datos de las 21:15 del 24 de Mayo de 2015
05176,08,05,176,Padiernos,290,234,172,45,22,100,Datos de las 20:57 del 24 de Mayo de 2015
05177,08,05,177,Pajares de Adaja,182,165,125,3,5,100,Datos de las 21:33 del 24 de Mayo de 2015
05178,08,05,178,Palacios de Goda,425,372,322,6,1,100,Datos de las 20:57 del 24 de Mayo de 2015
05179,08,05,179,Papatrigo,258,219,180,17,2,100,Datos de las 21:21 del 24 de Mayo de 2015
05180,08,05,180,"Parral, El",86,92,85,4,2,100,Datos de las 20:57 del 24 de Mayo de 2015
05181,08,05,181,Pascualcobo,41,38,30,0,2,100,Datos de las 20:45 del 24 de Mayo de 2015
05182,08,05,182,Pedro Bernardo,927,828,576,27,25,100,Datos de las 21:42 del 24 de Mayo de 2015
05183,08,05,183,Pedro-Rodríguez,168,143,134,3,2,100,Datos de las 21:45 del 24 de Mayo de 2015
05184,08,05,184,Peguerinos,330,263,238,1,0,100,Datos de las 21:36 del 24 de Mayo de 2015
05185,08,05,185,Peñalba de Ávila,115,99,72,0,0,100,Datos de las 20:45 del 24 de Mayo de 2015
05186,08,05,186,Piedrahíta,1990,1590,1200,44,31,100,Datos de las 23:45 del 24 de Mayo de 2015
05187,08,05,187,Piedralaves,2265,1795,1386,23,37,100,Datos de las 22:57 del 24 de Mayo de 2015
05188,08,05,188,Poveda,56,48,40,2,0,100,Datos de las 20:18 del 24 de Mayo de 2015
05189,08,05,189,Poyales del Hoyo,530,466,378,28,11,100,Datos de las 23:39 del 24 de Mayo de 2015
05190,08,05,190,Pozanco,57,56,40,0,4,100,Datos de las 20:30 del 24 de Mayo de 2015
05191,08,05,191,Pradosegar,140,130,110,0,0,100,Datos de las 21:33 del 24 de Mayo de 2015
05192,08,05,192,Puerto Castilla,112,104,84,6,4,100,Datos de las 21:06 del 24 de Mayo de 2015
05193,08,05,193,Rasueros,211,196,163,8,7,100,Datos de las 22:06 del 24 de Mayo de 2015
05194,08,05,194,Riocabado,157,135,107,12,8,100,Datos de las 20:48 del 24 de Mayo de 2015
05195,08,05,195,Riofrío,241,231,174,5,2,100,Datos de las 23:03 del 24 de Mayo de 2015
05196,08,05,196,Rivilla de Barajas,69,59,53,0,0,100,Datos de las 20:57 del 24 de Mayo de 2015
05197,08,05,197,Salobral,123,103,94,2,1,100,Datos de las 20:54 del 24 de Mayo de 2015
05198,08,05,198,Salvadiós,82,76,63,1,2,100,Datos de las 20:57 del 24 de Mayo de 2015
05199,08,05,199,San Bartolomé de Béjar,44,42,37,1,0,100,Datos de las 20:33 del 24 de Mayo de 2015
05200,08,05,200,San Bartolomé de Corneja,59,50,33,2,2,100,Datos de las 20:30 del 24 de Mayo de 2015
05201,08,05,201,San Bartolomé de Pinares,599,539,470,2,7,100,Datos de las 22:39 del 24 de Mayo de 2015
05206,08,05,206,San Esteban de los Patos,33,29,24,0,1,100,Datos de las 20:45 del 24 de Mayo de 2015
05208,08,05,208,San Esteban de Zapardiel,40,41,37,1,1,100,Datos de las 21:03 del 24 de Mayo de 2015
05207,08,05,207,San Esteban del Valle,816,707,619,11,7,100,Datos de las 21:45 del 24 de Mayo de 2015
05209,08,05,209,San García de Ingelmos,86,85,65,1,1,100,Datos de las 20:42 del 24 de Mayo de 2015
05901,08,05,901,San Juan de Gredos,287,290,233,4,5,100,Datos de las 21:15 del 24 de Mayo de 2015
05210,08,05,210,San Juan de la Encinilla,100,87,71,2,4,100,Datos de las 20:48 del 24 de Mayo de 2015
05211,08,05,211,San Juan de la Nava,522,465,404,17,8,100,Datos de las 21:39 del 24 de Mayo de 2015
05212,08,05,212,San Juan del Molinillo,244,240,215,0,4,100,Datos de las 22:57 del 24 de Mayo de 2015
05213,08,05,213,San Juan del Olmo,117,108,98,0,3,100,Datos de las 21:42 del 24 de Mayo de 2015
05214,08,05,214,San Lorenzo de Tormes,45,39,35,2,1,100,Datos de las 20:51 del 24 de Mayo de 2015
05215,08,05,215,San Martín de la Vega del Alberche,187,172,125,11,4,100,Datos de las 21:33 del 24 de Mayo de 2015
05216,08,05,216,San Martín del Pimpollar,186,229,187,14,0,100,Datos de las 21:27 del 24 de Mayo de 2015
05217,08,05,217,San Miguel de Corneja,64,63,48,0,0,100,Datos de las 20:45 del 24 de Mayo de 2015
05218,08,05,218,San Miguel de Serrezuela,141,130,107,6,5,100,Datos de las 21:33 del 24 de Mayo de 2015
05219,08,05,219,San Pascual,49,40,34,1,0,100,Datos de las 20:48 del 24 de Mayo de 2015
05220,08,05,220,San Pedro del Arroyo,460,386,349,4,6,100,Datos de las 22:09 del 24 de Mayo de 2015
05231,08,05,231,San Vicente de Arévalo,201,165,129,2,6,100,Datos de las 22:54 del 24 de Mayo de 2015
05204,08,05,204,Sanchidrián,799,622,464,10,13,100,Datos de las 21:30 del 24 de Mayo de 2015
05205,08,05,205,Sanchorreja,85,78,62,0,0,100,Datos de las 21:09 del 24 de Mayo de 2015
05222,08,05,222,Santa Cruz de Pinares,163,163,144,5,0,100,Datos de las 22:39 del 24 de Mayo de 2015
05221,08,05,221,Santa Cruz del Valle,414,358,303,14,9,100,Datos de las 23:42 del 24 de Mayo de 2015
05226,08,05,226,Santa María de los Caballeros,80,76,76,4,3,100,Datos de las 21:00 del 24 de Mayo de 2015
05224,08,05,224,Santa María del Arroyo,112,106,97,3,3,100,Datos de las 20:42 del 24 de Mayo de 2015
05225,08,05,225,Santa María del Berrocal,420,379,310,6,5,100,Datos de las 22:29 del 24 de Mayo de 2015
05902,08,05,902,Santa María del Cubillo,350,307,158,9,18,100,Datos de las 20:33 del 24 de Mayo de 2015
05227,08,05,227,Santa María del Tiétar,540,388,275,9,7,100,Datos de las 21:09 del 24 de Mayo de 2015
05228,08,05,228,Santiago del Collado,184,177,123,9,3,100,Datos de las 21:39 del 24 de Mayo de 2015
05904,08,05,904,Santiago del Tormes,151,138,104,1,1,100,Datos de las 21:09 del 24 de Mayo de 2015
05229,08,05,229,Santo Domingo de las Posadas,79,74,68,1,0,100,Datos de las 22:57 del 24 de Mayo de 2015
05230,08,05,230,Santo Tomé de Zabarcos,72,66,59,1,3,100,Datos de las 21:27 del 24 de Mayo de 2015
05232,08,05,232,"Serrada, La",113,97,80,1,6,100,Datos de las 21:00 del 24 de Mayo de 2015
05233,08,05,233,Serranillos,272,238,186,16,4,100,Datos de las 20:54 del 24 de Mayo de 2015
05234,08,05,234,Sigeres,50,51,40,4,1,100,Datos de las 20:21 del 24 de Mayo de 2015
05235,08,05,235,Sinlabajos,126,125,118,2,0,100,Datos de las 21:09 del 24 de Mayo de 2015
05236,08,05,236,Solana de Ávila,146,139,101,6,1,100,Datos de las 21:54 del 24 de Mayo de 2015
05237,08,05,237,Solana de Rioalmar,191,172,132,1,23,100,Datos de las 21:15 del 24 de Mayo de 2015
05238,08,05,238,Solosancho,924,793,662,12,6,100,Datos de las 22:27 del 24 de Mayo de 2015
05239,08,05,239,Sotalbo,228,208,177,4,0,100,Datos de las 22:09 del 24 de Mayo de 2015
05240,08,05,240,Sotillo de la Adrada,4705,3436,2249,73,37,100,Datos de las 23:39 del 24 de Mayo de 2015
05241,08,05,241,"Tiemblo, El",4301,3135,2114,41,34,100,Datos de las 22:48 del 24 de Mayo de 2015
05242,08,05,242,Tiñosillos,804,694,567,1,6,100,Datos de las 21:03 del 24 de Mayo de 2015
05243,08,05,243,Tolbaños,101,90,90,2,2,100,Datos de las 21:00 del 24 de Mayo de 2015
05244,08,05,244,Tormellas,60,53,38,4,2,100,Datos de las 20:33 del 24 de Mayo de 2015
05245,08,05,245,Tornadizos de Ávila,399,353,298,10,6,100,Datos de las 21:30 del 24 de Mayo de 2015
05247,08,05,247,"Torre, La",285,255,176,21,20,100,Datos de las 22:03 del 24 de Mayo de 2015
05246,08,05,246,Tórtoles,65,61,37,0,0,100,Datos de las 20:24 del 24 de Mayo de 2015
05249,08,05,249,Umbrías,117,108,80,1,2,100,Datos de las 21:03 del 24 de Mayo de 2015
05251,08,05,251,Vadillo de la Sierra,72,74,49,4,1,100,Datos de las 20:42 del 24 de Mayo de 2015
05252,08,05,252,Valdecasa,61,65,41,0,1,100,Datos de las 21:09 del 24 de Mayo de 2015
05253,08,05,253,Vega de Santa María,96,88,88,4,2,100,Datos de las 22:00 del 24 de Mayo de 2015
05254,08,05,254,Velayos,248,194,178,4,2,100,Datos de las 22:06 del 24 de Mayo de 2015
05256,08,05,256,Villaflor,130,119,100,4,1,100,Datos de las 21:12 del 24 de Mayo de 2015
05257,08,05,257,Villafranca de la Sierra,136,145,136,1,1,100,Datos de las 21:57 del 24 de Mayo de 2015
05905,08,05,905,Villanueva de Ávila,227,225,199,0,2,100,Datos de las 21:21 del 24 de Mayo de 2015
05258,08,05,258,Villanueva de Gómez,144,116,96,7,1,100,Datos de las 21:33 del 24 de Mayo de 2015
05259,08,05,259,Villanueva del Aceral,141,124,97,9,3,100,Datos de las 20:54 del 24 de Mayo de 2015
05260,08,05,260,Villanueva del Campillo,104,104,95,4,1,100,Datos de las 21:12 del 24 de Mayo de 2015
05261,08,05,261,Villar de Corneja,45,43,33,0,0,100,Datos de las 20:39 del 24 de Mayo de 2015
05262,08,05,262,Villarejo del Valle,394,356,287,7,3,100,Datos de las 21:18 del 24 de Mayo de 2015
05263,08,05,263,Villatoro,191,173,131,11,0,100,Datos de las 21:45 del 24 de Mayo de 2015
05264,08,05,264,Viñegra de Moraña,53,65,50,3,2,100,Datos de las 20:57 del 24 de Mayo de 2015
05265,08,05,265,Vita,90,86,75,1,0,100,Datos de las 20:57 del 24 de Mayo de 2015
05266,08,05,266,Zapardiel de la Cañada,103,106,95,1,1,100,Datos de las 20:30 del 24 de Mayo de 2015
05267,08,05,267,Zapardiel de la Ribera,114,98,81,0,2,100,Datos de las 20:57 del 24 de Mayo de 2015
06001,10,06,001,Acedera,831,698,598,8,11,100,Datos de las 22:09 del 24 de Mayo de 2015
06002,10,06,002,Aceuchal,5538,4358,3259,56,28,100,Datos de las 22:09 del 24 de Mayo de 2015
06003,10,06,003,Ahillones,990,842,677,15,13,100,Datos de las 22:06 del 24 de Mayo de 2015
06004,10,06,004,Alange,1946,1588,1305,50,43,100,Datos de las 22:03 del 24 de Mayo de 2015
06005,10,06,005,"Albuera, La",2029,1713,1219,43,32,100,Datos de las 21:21 del 24 de Mayo de 2015
06006,10,06,006,Alburquerque,5524,4638,3649,61,43,100,Datos de las 22:48 del 24 de Mayo de 2015
06007,10,06,007,Alconchel,1840,1519,1244,26,10,100,Datos de las 23:12 del 24 de Mayo de 2015
06008,10,06,008,Alconera,743,629,566,11,10,100,Datos de las 21:51 del 24 de Mayo de 2015
06009,10,06,009,Aljucén,230,205,189,5,2,100,Datos de las 23:48 del 24 de Mayo de 2015
06010,10,06,010,Almendral,1312,1126,935,22,12,100,Datos de las 22:03 del 24 de Mayo de 2015
06011,10,06,011,Almendralejo,35014,24844,16596,299,323,100,Datos de las 23:54 del 24 de Mayo de 2015
06012,10,06,012,Arroyo de San Serván,4195,3291,2673,50,37,100,Datos de las 22:25 del 24 de Mayo de 2015
06013,10,06,013,Atalaya,308,273,222,41,14,100,Datos de las 22:31 del 24 de Mayo de 2015
06014,10,06,014,Azuaga,8145,6720,4611,120,56,100,Datos de las 23:24 del 24 de Mayo de 2015
06015,10,06,015,Badajoz,150517,116859,71678,994,1250,100,Datos de las 0:06 del 25 de Mayo de 2015
06016,10,06,016,Barcarrota,3631,2988,2488,89,24,100,Datos de las 22:00 del 24 de Mayo de 2015
06017,10,06,017,Baterno,323,279,251,9,1,100,Datos de las 21:45 del 24 de Mayo de 2015
06018,10,06,018,Benquerencia de la Serena,903,772,655,7,6,100,Datos de las 21:57 del 24 de Mayo de 2015
06019,10,06,019,Berlanga,2456,2098,1607,53,26,100,Datos de las 23:57 del 24 de Mayo de 2015
06020,10,06,020,Bienvenida,2254,1830,1501,39,17,100,Datos de las 22:48 del 24 de Mayo de 2015
06021,10,06,021,Bodonal de la Sierra,1093,933,800,16,13,100,Datos de las 22:22 del 24 de Mayo de 2015
06022,10,06,022,Burguillos del Cerro,3204,2675,2306,35,8,100,Datos de las 23:15 del 24 de Mayo de 2015
06023,10,06,023,Cabeza del Buey,5234,4413,3464,131,62,100,Datos de las 22:57 del 24 de Mayo de 2015
06024,10,06,024,Cabeza la Vaca,1403,1188,1018,11,3,100,Datos de las 22:25 del 24 de Mayo de 2015
06025,10,06,025,Calamonte,6354,5131,4223,95,64,100,Datos de las 22:09 del 24 de Mayo de 2015
06026,10,06,026,Calera de León,1002,855,770,22,3,100,Datos de las 22:43 del 24 de Mayo de 2015
06027,10,06,027,Calzadilla de los Barros,848,693,635,26,3,100,Datos de las 23:00 del 24 de Mayo de 2015
06028,10,06,028,Campanario,5182,4304,3825,240,56,100,Datos de las 0:00 del 25 de Mayo de 2015
06029,10,06,029,Campillo de Llerena,1424,1214,981,24,14,100,Datos de las 22:00 del 24 de Mayo de 2015
06030,10,06,030,Capilla,187,169,163,3,1,100,Datos de las 22:15 del 24 de Mayo de 2015
06031,10,06,031,Carmonita,561,474,429,2,3,100,Datos de las 21:57 del 24 de Mayo de 2015
06032,10,06,032,"Carrascalejo, El",68,68,57,6,3,100,Datos de las 20:27 del 24 de Mayo de 2015
06033,10,06,033,Casas de Don Pedro,1559,1352,1153,31,10,100,Datos de las 22:29 del 24 de Mayo de 2015
06034,10,06,034,Casas de Reina,196,176,154,2,5,100,Datos de las 22:00 del 24 de Mayo de 2015
06035,10,06,035,Castilblanco,1094,982,821,24,20,100,Datos de las 22:31 del 24 de Mayo de 2015
