town_code,region_code,ID Provincia,ID Municipio,name,population,census,votes,null_votes,blank_votes,scrutinized,Fecha
09256,08,09,256,Pedrosa de Duero,451,373,230,11,31,100,Datos de las 21:39 del 24 de Mayo de 2015
09259,08,09,259,Pedrosa de Río Úrbel,257,235,189,1,3,100,Datos de las 21:18 del 24 de Mayo de 2015
09257,08,09,257,Pedrosa del Páramo,105,92,71,1,2,100,Datos de las 20:45 del 24 de Mayo de 2015
09258,08,09,258,Pedrosa del Príncipe,161,178,146,13,8,100,Datos de las 21:21 del 24 de Mayo de 2015
09261,08,09,261,Peñaranda de Duero,572,479,346,12,4,100,Datos de las 22:39 del 24 de Mayo de 2015
09262,08,09,262,Peral de Arlanza,165,161,143,3,3,100,Datos de las 21:57 del 24 de Mayo de 2015
09265,08,09,265,Piérnigas,38,39,38,0,0,100,Datos de las 20:39 del 24 de Mayo de 2015
09266,08,09,266,Pineda de la Sierra,95,91,75,2,1,100,Datos de las 20:54 del 24 de Mayo de 2015
09267,08,09,267,Pineda Trasmonte,133,123,102,6,9,100,Datos de las 21:51 del 24 de Mayo de 2015
09268,08,09,268,Pinilla de los Barruecos,119,99,92,0,1,100,Datos de las 21:45 del 24 de Mayo de 2015
09269,08,09,269,Pinilla de los Moros,38,43,31,0,2,100,Datos de las 20:33 del 24 de Mayo de 2015
09272,08,09,272,Poza de la Sal,336,288,248,4,6,100,Datos de las 23:42 del 24 de Mayo de 2015
09273,08,09,273,Prádanos de Bureba,61,53,43,6,2,100,Datos de las 21:27 del 24 de Mayo de 2015
09274,08,09,274,Pradoluengo,1315,1108,903,24,20,100,Datos de las 22:06 del 24 de Mayo de 2015
09275,08,09,275,Presencio,204,200,122,10,7,100,Datos de las 23:51 del 24 de Mayo de 2015
09276,08,09,276,"Puebla de Arganzón, La",531,415,305,2,4,100,Datos de las 22:31 del 24 de Mayo de 2015
09277,08,09,277,Puentedura,134,125,106,3,4,100,Datos de las 20:45 del 24 de Mayo de 2015
09279,08,09,279,Quemada,272,181,110,5,9,100,Datos de las 20:39 del 24 de Mayo de 2015
09281,08,09,281,Quintana del Pidio,166,150,118,2,1,100,Datos de las 21:30 del 24 de Mayo de 2015
09280,08,09,280,Quintanabureba,32,28,21,0,0,100,Datos de las 20:24 del 24 de Mayo de 2015
09283,08,09,283,Quintanaélez,56,49,36,1,2,100,Datos de las 20:45 del 24 de Mayo de 2015
09287,08,09,287,Quintanaortuño,277,204,177,6,5,100,Datos de las 22:31 del 24 de Mayo de 2015
09288,08,09,288,Quintanapalla,111,92,73,2,0,100,Datos de las 21:12 del 24 de Mayo de 2015
09289,08,09,289,Quintanar de la Sierra,1939,1479,1038,17,10,100,Datos de las 22:51 del 24 de Mayo de 2015
09292,08,09,292,Quintanavides,102,95,86,0,0,100,Datos de las 21:09 del 24 de Mayo de 2015
09294,08,09,294,Quintanilla de la Mata,137,112,86,5,7,100,Datos de las 20:39 del 24 de Mayo de 2015
09901,08,09,901,Quintanilla del Agua y Tordueles,446,387,284,9,3,100,Datos de las 22:42 del 24 de Mayo de 2015
09295,08,09,295,Quintanilla del Coco,61,63,47,3,1,100,Datos de las 0:09 del 25 de Mayo de 2015
09298,08,09,298,Quintanilla San García,96,81,62,4,1,100,Datos de las 21:09 del 24 de Mayo de 2015
09301,08,09,301,Quintanilla Vivar,793,610,452,16,23,100,Datos de las 21:00 del 24 de Mayo de 2015
09297,08,09,297,"Quintanillas, Las",389,325,264,7,8,100,Datos de las 21:18 del 24 de Mayo de 2015
09302,08,09,302,Rabanera del Pinar,122,117,102,4,0,100,Datos de las 21:48 del 24 de Mayo de 2015
09303,08,09,303,Rábanos,93,92,79,1,0,100,Datos de las 21:03 del 24 de Mayo de 2015
09304,08,09,304,Rabé de las Calzadas,214,199,141,13,13,100,Datos de las 20:57 del 24 de Mayo de 2015
09306,08,09,306,Rebolledo de la Torre,124,115,102,3,2,100,Datos de las 21:51 del 24 de Mayo de 2015
09307,08,09,307,Redecilla del Camino,125,125,115,2,1,100,Datos de las 21:42 del 24 de Mayo de 2015
09308,08,09,308,Redecilla del Campo,72,65,50,5,5,100,Datos de las 21:00 del 24 de Mayo de 2015
09309,08,09,309,Regumiel de la Sierra,371,315,188,35,30,100,Datos de las 21:54 del 24 de Mayo de 2015
09310,08,09,310,Reinoso,11,13,10,0,2,100,Datos de las 20:33 del 24 de Mayo de 2015
09311,08,09,311,Retuerta,65,61,47,1,1,100,Datos de las 20:48 del 24 de Mayo de 2015
09314,08,09,314,Revilla del Campo,103,99,85,3,1,100,Datos de las 21:15 del 24 de Mayo de 2015
09316,08,09,316,Revilla Vallejera,84,108,85,2,2,100,Datos de las 20:51 del 24 de Mayo de 2015
09312,08,09,312,"Revilla y Ahedo, La",118,101,72,3,4,100,Datos de las 21:27 del 24 de Mayo de 2015
09315,08,09,315,Revillarruz,499,386,257,7,5,100,Datos de las 22:36 del 24 de Mayo de 2015
09317,08,09,317,Rezmondo,15,17,16,3,4,100,Datos de las 20:33 del 24 de Mayo de 2015
09318,08,09,318,Riocavado de la Sierra,57,61,36,1,4,100,Datos de las 21:03 del 24 de Mayo de 2015
09321,08,09,321,Roa,2443,1674,1199,39,36,100,Datos de las 22:57 del 24 de Mayo de 2015
09323,08,09,323,Rojas,70,65,50,2,4,100,Datos de las 21:15 del 24 de Mayo de 2015
09325,08,09,325,Royuela de Río Franco,216,202,135,5,11,100,Datos de las 21:15 del 24 de Mayo de 2015
09326,08,09,326,Rubena,176,150,116,10,3,100,Datos de las 20:42 del 24 de Mayo de 2015
09327,08,09,327,Rublacedo de Abajo,33,33,33,0,0,100,Datos de las 20:09 del 24 de Mayo de 2015
09328,08,09,328,Rucandio,74,79,64,1,4,100,Datos de las 21:15 del 24 de Mayo de 2015
09329,08,09,329,Salas de Bureba,144,122,79,5,3,100,Datos de las 21:03 del 24 de Mayo de 2015
09330,08,09,330,Salas de los Infantes,2140,1548,1156,36,17,100,Datos de las 23:51 del 24 de Mayo de 2015
09332,08,09,332,Saldaña de Burgos,178,148,111,3,2,100,Datos de las 21:42 del 24 de Mayo de 2015
09334,08,09,334,Salinillas de Bureba,51,47,36,1,3,100,Datos de las 20:33 del 24 de Mayo de 2015
09335,08,09,335,San Adrián de Juarros,85,89,72,4,6,100,Datos de las 21:21 del 24 de Mayo de 2015
09337,08,09,337,San Juan del Monte,149,116,95,3,0,100,Datos de las 21:33 del 24 de Mayo de 2015
09338,08,09,338,San Mamés de Burgos,287,227,172,7,9,100,Datos de las 21:39 del 24 de Mayo de 2015
09339,08,09,339,San Martín de Rubiales,143,131,110,5,1,100,Datos de las 21:51 del 24 de Mayo de 2015
09340,08,09,340,San Millán de Lara,79,76,47,2,5,100,Datos de las 20:27 del 24 de Mayo de 2015
09360,08,09,360,San Vicente del Valle,31,30,24,0,1,100,Datos de las 21:12 del 24 de Mayo de 2015
09343,08,09,343,Santa Cecilia,101,98,72,4,10,100,Datos de las 20:54 del 24 de Mayo de 2015
09345,08,09,345,Santa Cruz de la Salceda,163,133,102,1,0,100,Datos de las 21:09 del 24 de Mayo de 2015
09346,08,09,346,Santa Cruz del Valle Urbión,100,97,77,7,1,100,Datos de las 21:27 del 24 de Mayo de 2015
09347,08,09,347,Santa Gadea del Cid,158,143,122,5,0,100,Datos de las 22:39 del 24 de Mayo de 2015
09348,08,09,348,Santa Inés,159,143,111,10,22,100,Datos de las 20:42 del 24 de Mayo de 2015
09350,08,09,350,Santa María del Campo,618,490,312,36,32,100,Datos de las 22:09 del 24 de Mayo de 2015
09351,08,09,351,Santa María del Invierno,64,60,46,2,2,100,Datos de las 22:48 del 24 de Mayo de 2015
09352,08,09,352,Santa María del Mercadillo,121,119,119,3,0,100,Datos de las 23:27 del 24 de Mayo de 2015
09353,08,09,353,Santa María Rivarredonda,98,73,69,2,0,100,Datos de las 21:00 del 24 de Mayo de 2015
09354,08,09,354,Santa Olalla de Bureba,34,32,28,2,2,100,Datos de las 20:54 del 24 de Mayo de 2015
09355,08,09,355,Santibáñez de Esgueva,106,104,68,2,3,100,Datos de las 21:21 del 24 de Mayo de 2015
09356,08,09,356,Santibáñez del Val,56,43,38,3,0,100,Datos de las 21:51 del 24 de Mayo de 2015
09358,08,09,358,Santo Domingo de Silos,302,245,167,31,25,100,Datos de las 21:51 del 24 de Mayo de 2015
09361,08,09,361,Sargentes de la Lora,134,124,94,4,1,100,Datos de las 23:54 del 24 de Mayo de 2015
09362,08,09,362,Sarracín,260,207,160,41,47,100,Datos de las 22:09 del 24 de Mayo de 2015
09363,08,09,363,Sasamón,1093,992,671,31,41,100,Datos de las 21:24 del 24 de Mayo de 2015
09365,08,09,365,"Sequera de Haza, La",35,31,31,0,2,100,Datos de las 20:39 del 24 de Mayo de 2015
09366,08,09,366,Solarana,89,92,63,11,7,100,Datos de las 21:00 del 24 de Mayo de 2015
09368,08,09,368,Sordillos,25,23,18,0,3,100,Datos de las 20:30 del 24 de Mayo de 2015
09369,08,09,369,Sotillo de la Ribera,537,442,300,20,8,100,Datos de las 22:09 del 24 de Mayo de 2015
09372,08,09,372,Sotragero,283,216,180,5,6,100,Datos de las 23:09 del 24 de Mayo de 2015
09373,08,09,373,Sotresgudo,500,450,225,18,25,100,Datos de las 21:27 del 24 de Mayo de 2015
09374,08,09,374,Susinos del Páramo,107,91,77,0,8,100,Datos de las 21:00 del 24 de Mayo de 2015
09375,08,09,375,Tamarón,42,35,30,2,0,100,Datos de las 21:36 del 24 de Mayo de 2015
09377,08,09,377,Tardajos,802,625,483,6,10,100,Datos de las 21:48 del 24 de Mayo de 2015
09378,08,09,378,Tejada,34,31,23,1,0,100,Datos de las 20:33 del 24 de Mayo de 2015
09380,08,09,380,Terradillos de Esgueva,92,79,61,4,3,100,Datos de las 21:12 del 24 de Mayo de 2015
09381,08,09,381,Tinieblas de la Sierra,39,32,20,0,0,100,Datos de las 20:24 del 24 de Mayo de 2015
09382,08,09,382,Tobar,29,33,32,0,0,100,Datos de las 20:15 del 24 de Mayo de 2015
09384,08,09,384,Tordómar,353,297,161,41,20,100,Datos de las 21:27 del 24 de Mayo de 2015
09386,08,09,386,Torrecilla del Monte,77,59,43,8,5,100,Datos de las 20:45 del 24 de Mayo de 2015
09387,08,09,387,Torregalindo,134,123,100,14,28,100,Datos de las 21:12 del 24 de Mayo de 2015
09388,08,09,388,Torrelara,34,36,31,0,0,100,Datos de las 20:45 del 24 de Mayo de 2015
09389,08,09,389,Torrepadre,63,78,68,3,0,100,Datos de las 20:45 del 24 de Mayo de 2015
09390,08,09,390,Torresandino,696,623,502,19,9,100,Datos de las 21:48 del 24 de Mayo de 2015
09391,08,09,391,Tórtoles de Esgueva,506,376,228,25,49,100,Datos de las 21:27 del 24 de Mayo de 2015
09392,08,09,392,Tosantos,56,52,46,1,1,100,Datos de las 20:51 del 24 de Mayo de 2015
09394,08,09,394,Trespaderne,909,741,569,22,19,100,Datos de las 22:31 del 24 de Mayo de 2015
09395,08,09,395,Tubilla del Agua,149,147,101,7,17,100,Datos de las 21:27 del 24 de Mayo de 2015
09396,08,09,396,Tubilla del Lago,157,154,127,4,2,100,Datos de las 21:27 del 24 de Mayo de 2015
09398,08,09,398,Úrbel del Castillo,83,77,64,1,0,100,Datos de las 20:45 del 24 de Mayo de 2015
09400,08,09,400,Vadocondes,383,327,215,15,31,100,Datos de las 21:51 del 24 de Mayo de 2015
09403,08,09,403,Valdeande,103,97,78,9,1,100,Datos de las 20:54 del 24 de Mayo de 2015
09405,08,09,405,Valdezate,143,131,86,5,2,100,Datos de las 20:57 del 24 de Mayo de 2015
09406,08,09,406,Valdorros,308,251,200,10,13,100,Datos de las 21:45 del 24 de Mayo de 2015
09408,08,09,408,Vallarta de Bureba,48,42,36,2,1,100,Datos de las 23:57 del 24 de Mayo de 2015
09904,08,09,904,Valle de las Navas,560,490,405,3,13,100,Datos de las 21:36 del 24 de Mayo de 2015
09908,08,09,908,Valle de Losa,541,473,374,5,21,100,Datos de las 23:36 del 24 de Mayo de 2015
09409,08,09,409,Valle de Manzanedo,128,115,102,3,5,100,Datos de las 21:42 del 24 de Mayo de 2015
09410,08,09,410,Valle de Mena,3856,3100,2189,44,59,100,Datos de las 22:09 del 24 de Mayo de 2015
09411,08,09,411,Valle de Oca,162,158,125,1,2,100,Datos de las 22:22 del 24 de Mayo de 2015
09902,08,09,902,Valle de Santibáñez,513,470,348,19,31,100,Datos de las 21:12 del 24 de Mayo de 2015
09905,08,09,905,Valle de Sedano,467,416,335,2,5,100,Datos de las 22:13 del 24 de Mayo de 2015
09412,08,09,412,Valle de Tobalina,1006,833,643,7,11,100,Datos de las 22:31 del 24 de Mayo de 2015
09413,08,09,413,Valle de Valdebezana,537,456,386,11,13,100,Datos de las 23:33 del 24 de Mayo de 2015
09414,08,09,414,Valle de Valdelaguna,200,207,187,6,2,100,Datos de las 23:27 del 24 de Mayo de 2015
09415,08,09,415,Valle de Valdelucio,320,273,210,3,3,100,Datos de las 22:21 del 24 de Mayo de 2015
09416,08,09,416,Valle de Zamanzas,69,59,55,3,1,100,Datos de las 20:54 del 24 de Mayo de 2015
09417,08,09,417,Vallejera,39,40,32,0,3,100,Datos de las 20:18 del 24 de Mayo de 2015
09418,08,09,418,Valles de Palenzuela,88,84,69,0,1,100,Datos de las 21:03 del 24 de Mayo de 2015
09419,08,09,419,Valluércanes,80,77,45,0,8,100,Datos de las 0:06 del 25 de Mayo de 2015
09407,08,09,407,Valmala,30,26,22,2,1,100,Datos de las 20:45 del 24 de Mayo de 2015
09422,08,09,422,"Vid de Bureba, La",19,19,17,0,0,100,Datos de las 21:21 del 24 de Mayo de 2015
09421,08,09,421,"Vid y Barrios, La",262,259,207,4,1,100,Datos de las 22:42 del 24 de Mayo de 2015
09423,08,09,423,Vileña,31,29,21,1,2,100,Datos de las 20:21 del 24 de Mayo de 2015
09427,08,09,427,Villadiego,1621,1460,1004,28,36,100,Datos de las 22:27 del 24 de Mayo de 2015
09428,08,09,428,Villaescusa de Roa,118,111,85,5,2,100,Datos de las 21:33 del 24 de Mayo de 2015
09429,08,09,429,Villaescusa la Sombría,68,57,57,0,0,100,Datos de las 21:51 del 24 de Mayo de 2015
09430,08,09,430,Villaespasa,26,24,16,0,4,100,Datos de las 21:24 del 24 de Mayo de 2015
09431,08,09,431,Villafranca Montes de Oca,134,122,105,1,0,100,Datos de las 21:15 del 24 de Mayo de 2015
09432,08,09,432,Villafruela,212,191,145,3,4,100,Datos de las 22:06 del 24 de Mayo de 2015
09433,08,09,433,Villagalijo,67,62,58,5,0,100,Datos de las 21:09 del 24 de Mayo de 2015
09434,08,09,434,Villagonzalo Pedernales,1744,1240,893,32,38,100,Datos de las 21:24 del 24 de Mayo de 2015
09437,08,09,437,Villahoz,325,296,259,0,2,100,Datos de las 23:33 del 24 de Mayo de 2015
09438,08,09,438,Villalba de Duero,670,541,413,15,18,100,Datos de las 21:30 del 24 de Mayo de 2015
09439,08,09,439,Villalbilla de Burgos,1256,979,742,13,27,100,Datos de las 23:09 del 24 de Mayo de 2015
09440,08,09,440,Villalbilla de Gumiel,102,96,79,3,3,100,Datos de las 0:21 del 25 de Mayo de 2015
09441,08,09,441,Villaldemiro,69,66,59,0,3,100,Datos de las 20:36 del 24 de Mayo de 2015
09442,08,09,442,Villalmanzo,459,378,260,34,18,100,Datos de las 21:39 del 24 de Mayo de 2015
09444,08,09,444,Villamayor de Treviño,78,76,43,5,2,100,Datos de las 21:00 del 24 de Mayo de 2015
09445,08,09,445,Villambistia,45,45,38,0,4,100,Datos de las 0:09 del 25 de Mayo de 2015
09446,08,09,446,Villamedianilla,13,13,6,0,1,100,Datos de las 21:48 del 24 de Mayo de 2015
09447,08,09,447,Villamiel de la Sierra,40,39,39,0,1,100,Datos de las 20:09 del 24 de Mayo de 2015
09448,08,09,448,Villangómez,240,217,158,3,28,100,Datos de las 20:54 del 24 de Mayo de 2015
09449,08,09,449,Villanueva de Argaño,106,89,89,0,0,100,Datos de las 21:36 del 24 de Mayo de 2015
09450,08,09,450,Villanueva de Carazo,32,28,21,0,0,100,Datos de las 22:31 del 24 de Mayo de 2015
09451,08,09,451,Villanueva de Gumiel,276,239,173,24,39,100,Datos de las 20:51 del 24 de Mayo de 2015
09454,08,09,454,Villanueva de Teba,46,44,37,6,0,100,Datos de las 20:24 del 24 de Mayo de 2015
09455,08,09,455,Villaquirán de la Puebla,44,45,36,0,1,100,Datos de las 0:03 del 25 de Mayo de 2015
09456,08,09,456,Villaquirán de los Infantes,152,132,108,1,1,100,Datos de las 22:36 del 24 de Mayo de 2015
09903,08,09,903,Villarcayo de Merindad de Castilla la Vieja,4604,3388,2559,46,33,100,Datos de las 22:43 del 24 de Mayo de 2015
09458,08,09,458,Villariezo,575,465,299,10,17,100,Datos de las 21:15 del 24 de Mayo de 2015
09460,08,09,460,Villasandino,199,175,145,9,6,100,Datos de las 21:36 del 24 de Mayo de 2015
09463,08,09,463,Villasur de Herreros,272,255,211,6,17,100,Datos de las 23:00 del 24 de Mayo de 2015
09464,08,09,464,Villatuelda,46,40,22,1,2,100,Datos de las 20:57 del 24 de Mayo de 2015
09466,08,09,466,Villaverde del Monte,135,134,87,19,14,100,Datos de las 21:15 del 24 de Mayo de 2015
09467,08,09,467,Villaverde-Mogina,83,73,56,2,1,100,Datos de las 20:36 del 24 de Mayo de 2015
09471,08,09,471,Villayerno Morquillas,213,157,122,14,3,100,Datos de las 21:12 del 24 de Mayo de 2015
09472,08,09,472,Villazopeque,59,54,45,0,1,100,Datos de las 21:12 del 24 de Mayo de 2015
09473,08,09,473,Villegas,89,88,67,4,3,100,Datos de las 20:42 del 24 de Mayo de 2015
09476,08,09,476,Villoruebo,59,86,53,0,1,100,Datos de las 20:30 del 24 de Mayo de 2015
09424,08,09,424,Viloria de Rioja,41,35,28,1,0,100,Datos de las 20:42 del 24 de Mayo de 2015
09478,08,09,478,Vizcaínos,46,47,41,0,1,100,Datos de las 21:24 del 24 de Mayo de 2015
09480,08,09,480,Zael,117,111,86,3,11,100,Datos de las 21:18 del 24 de Mayo de 2015
09482,08,09,482,Zarzosa de Río Pisuerga,31,32,22,3,6,100,Datos de las 20:48 del 24 de Mayo de 2015
09483,08,09,483,Zazuar,247,217,217,5,40,100,Datos de las 21:57 del 24 de Mayo de 2015
09485,08,09,485,Zuñeda,58,56,45,1,0,100,Datos de las 21:06 del 24 de Mayo de 2015
10001,10,10,001,Abadía,324,283,259,5,2,100,Datos de las 21:36 del 24 de Mayo de 2015
10002,10,10,002,Abertura,436,378,355,1,3,100,Datos de las 21:03 del 24 de Mayo de 2015
10003,10,10,003,Acebo,594,566,422,18,13,100,Datos de las 21:27 del 24 de Mayo de 2015
10004,10,10,004,Acehúche,829,716,612,31,7,100,Datos de las 22:21 del 24 de Mayo de 2015
10005,10,10,005,Aceituna,615,529,480,22,5,100,Datos de las 21:06 del 24 de Mayo de 2015
10006,10,10,006,Ahigal,1454,1276,1064,41,14,100,Datos de las 22:03 del 24 de Mayo de 2015
10903,10,10,903,Alagón del Río,936,815,714,13,1,100,Datos de las 22:54 del 24 de Mayo de 2015
10007,10,10,007,Albalá,723,647,559,12,5,100,Datos de las 22:25 del 24 de Mayo de 2015
10008,10,10,008,Alcántara,1571,1376,1112,27,16,100,Datos de las 23:03 del 24 de Mayo de 2015
10009,10,10,009,Alcollarín,270,270,211,2,4,100,Datos de las 21:51 del 24 de Mayo de 2015
10010,10,10,010,Alcuéscar,2809,2331,1683,48,27,100,Datos de las 22:43 del 24 de Mayo de 2015
10012,10,10,012,Aldea del Cano,683,609,510,16,14,100,Datos de las 22:14 del 24 de Mayo de 2015
10013,10,10,013,"Aldea del Obispo, La",326,299,266,5,0,100,Datos de las 21:51 del 24 de Mayo de 2015
10011,10,10,011,Aldeacentenera,630,565,530,6,5,100,Datos de las 22:09 del 24 de Mayo de 2015
10014,10,10,014,Aldeanueva de la Vera,2163,1885,1566,31,20,100,Datos de las 23:48 del 24 de Mayo de 2015
10015,10,10,015,Aldeanueva del Camino,796,689,563,24,5,100,Datos de las 21:51 del 24 de Mayo de 2015
10016,10,10,016,Aldehuela de Jerte,375,319,278,3,6,100,Datos de las 21:06 del 24 de Mayo de 2015
10017,10,10,017,Alía,936,863,733,14,1,100,Datos de las 22:27 del 24 de Mayo de 2015
10018,10,10,018,Aliseda,1984,1729,1354,34,16,100,Datos de las 22:06 del 24 de Mayo de 2015
10019,10,10,019,Almaraz,1663,1524,1269,40,12,100,Datos de las 23:24 del 24 de Mayo de 2015
10020,10,10,020,Almoharín,1943,1637,1329,63,14,100,Datos de las 22:21 del 24 de Mayo de 2015
10021,10,10,021,Arroyo de la Luz,6101,5213,3819,143,49,100,Datos de las 22:15 del 24 de Mayo de 2015
10023,10,10,023,Arroyomolinos,827,846,701,18,4,100,Datos de las 21:48 del 24 de Mayo de 2015
10022,10,10,022,Arroyomolinos de la Vera,474,436,393,9,4,100,Datos de las 22:06 del 24 de Mayo de 2015
10024,10,10,024,Baños de Montemayor,782,694,532,22,11,100,Datos de las 23:42 del 24 de Mayo de 2015
10025,10,10,025,Barrado,436,404,362,22,4,100,Datos de las 21:09 del 24 de Mayo de 2015
10026,10,10,026,Belvís de Monroy,638,643,529,12,7,100,Datos de las 23:03 del 24 de Mayo de 2015
10027,10,10,027,Benquerencia,82,78,78,3,0,100,Datos de las 20:45 del 24 de Mayo de 2015
10028,10,10,028,Berrocalejo,123,112,109,0,0,100,Datos de las 21:03 del 24 de Mayo de 2015
10029,10,10,029,Berzocana,478,425,361,8,7,100,Datos de las 21:33 del 24 de Mayo de 2015
10030,10,10,030,Bohonal de Ibor,508,475,352,10,9,100,Datos de las 23:21 del 24 de Mayo de 2015
10031,10,10,031,Botija,188,171,155,0,3,100,Datos de las 21:33 del 24 de Mayo de 2015
10032,10,10,032,Brozas,1969,1708,1388,23,7,100,Datos de las 22:13 del 24 de Mayo de 2015
10033,10,10,033,Cabañas del Castillo,458,441,394,2,1,100,Datos de las 22:25 del 24 de Mayo de 2015
10034,10,10,034,Cabezabellosa,391,362,313,3,3,100,Datos de las 21:27 del 24 de Mayo de 2015
10035,10,10,035,Cabezuela del Valle,2341,1907,1436,68,22,100,Datos de las 22:21 del 24 de Mayo de 2015
10036,10,10,036,Cabrero,359,332,291,4,0,100,Datos de las 20:57 del 24 de Mayo de 2015
10037,10,10,037,Cáceres,95855,76335,51761,1113,975,100,Datos de las 0:09 del 25 de Mayo de 2015
10038,10,10,038,Cachorrilla,101,85,77,0,0,100,Datos de las 20:57 del 24 de Mayo de 2015
10039,10,10,039,Cadalso,483,438,371,20,8,100,Datos de las 22:13 del 24 de Mayo de 2015
10040,10,10,040,Calzadilla,503,451,397,9,11,100,Datos de las 21:03 del 24 de Mayo de 2015
10041,10,10,041,Caminomorisco,1267,1079,941,36,17,100,Datos de las 22:25 del 24 de Mayo de 2015
10042,10,10,042,Campillo de Deleitosa,54,86,76,1,1,100,Datos de las 21:00 del 24 de Mayo de 2015
10043,10,10,043,Campo Lugar,941,824,668,6,5,100,Datos de las 21:48 del 24 de Mayo de 2015
10044,10,10,044,Cañamero,1732,1476,1171,34,9,100,Datos de las 22:14 del 24 de Mayo de 2015
10045,10,10,045,Cañaveral,1136,1043,843,52,17,100,Datos de las 22:51 del 24 de Mayo de 2015
10046,10,10,046,Carbajo,223,201,178,8,3,100,Datos de las 22:03 del 24 de Mayo de 2015
10047,10,10,047,Carcaboso,1122,978,858,17,6,100,Datos de las 23:15 del 24 de Mayo de 2015
10048,10,10,048,Carrascalejo,273,242,203,6,1,100,Datos de las 21:18 del 24 de Mayo de 2015
10049,10,10,049,Casar de Cáceres,4703,3887,3227,122,41,100,Datos de las 22:31 del 24 de Mayo de 2015
10050,10,10,050,Casar de Palomero,1285,1111,956,28,11,100,Datos de las 23:03 del 24 de Mayo de 2015
10051,10,10,051,Casares de las Hurdes,422,447,407,11,1,100,Datos de las 22:27 del 24 de Mayo de 2015
10052,10,10,052,Casas de Don Antonio,192,181,139,3,2,100,Datos de las 22:25 del 24 de Mayo de 2015
10053,10,10,053,Casas de Don Gómez,308,284,252,9,3,100,Datos de las 21:18 del 24 de Mayo de 2015
10056,10,10,056,Casas de Millán,652,604,515,11,8,100,Datos de las 22:21 del 24 de Mayo de 2015
10057,10,10,057,Casas de Miravete,148,158,128,3,1,100,Datos de las 21:33 del 24 de Mayo de 2015
10054,10,10,054,Casas del Castañar,604,544,441,5,17,100,Datos de las 21:09 del 24 de Mayo de 2015
10055,10,10,055,Casas del Monte,821,715,609,15,7,100,Datos de las 21:39 del 24 de Mayo de 2015
10058,10,10,058,Casatejada,1439,1027,809,33,9,100,Datos de las 23:36 del 24 de Mayo de 2015
10059,10,10,059,Casillas de Coria,423,381,321,0,4,100,Datos de las 21:15 del 24 de Mayo de 2015
10060,10,10,060,Castañar de Ibor,1139,994,830,12,12,100,Datos de las 22:57 del 24 de Mayo de 2015
10061,10,10,061,Ceclavín,1957,1687,1311,35,27,100,Datos de las 23:48 del 24 de Mayo de 2015
10062,10,10,062,Cedillo,493,420,378,7,1,100,Datos de las 22:09 del 24 de Mayo de 2015
10063,10,10,063,Cerezo,185,179,157,2,1,100,Datos de las 22:13 del 24 de Mayo de 2015
10064,10,10,064,Cilleros,1752,1521,1243,45,13,100,Datos de las 22:48 del 24 de Mayo de 2015
10065,10,10,065,Collado de la Vera,156,194,137,7,6,100,Datos de las 21:45 del 24 de Mayo de 2015
10066,10,10,066,Conquista de la Sierra,202,161,133,4,1,100,Datos de las 21:42 del 24 de Mayo de 2015
10067,10,10,067,Coria,12921,10476,7491,213,126,100,Datos de las 23:42 del 24 de Mayo de 2015
10068,10,10,068,Cuacos de Yuste,877,759,643,30,14,100,Datos de las 22:25 del 24 de Mayo de 2015
10069,10,10,069,"Cumbre, La",929,840,748,6,4,100,Datos de las 23:45 del 24 de Mayo de 2015
10070,10,10,070,Deleitosa,772,734,649,6,5,100,Datos de las 21:24 del 24 de Mayo de 2015
10071,10,10,071,Descargamaría,152,149,123,3,2,100,Datos de las 20:57 del 24 de Mayo de 2015
10072,10,10,072,Eljas,970,866,684,18,9,100,Datos de las 22:39 del 24 de Mayo de 2015
10073,10,10,073,Escurial,788,718,573,11,11,100,Datos de las 21:42 del 24 de Mayo de 2015
10075,10,10,075,Fresnedoso de Ibor,304,263,208,2,2,100,Datos de las 21:45 del 24 de Mayo de 2015
10076,10,10,076,Galisteo,1006,821,687,25,3,100,Datos de las 22:51 del 24 de Mayo de 2015
10077,10,10,077,Garciaz,801,703,612,17,1,100,Datos de las 21:39 del 24 de Mayo de 2015
10079,10,10,079,Garganta la Olla,994,892,745,33,7,100,Datos de las 21:45 del 24 de Mayo de 2015
10078,10,10,078,"Garganta, La",464,424,341,9,8,100,Datos de las 22:31 del 24 de Mayo de 2015
10080,10,10,080,Gargantilla,423,371,327,10,2,100,Datos de las 21:45 del 24 de Mayo de 2015
10081,10,10,081,Gargüera,106,180,154,1,0,100,Datos de las 22:21 del 24 de Mayo de 2015
10082,10,10,082,Garrovillas de Alconétar,2226,1929,1637,65,16,100,Datos de las 23:27 del 24 de Mayo de 2015
10083,10,10,083,Garvín,97,101,88,1,0,100,Datos de las 21:36 del 24 de Mayo de 2015
10084,10,10,084,Gata,1618,1374,1024,36,19,100,Datos de las 21:57 del 24 de Mayo de 2015
10085,10,10,085,"Gordo, El",378,345,308,4,1,100,Datos de las 23:09 del 24 de Mayo de 2015
10086,10,10,086,"Granja, La",359,325,282,3,5,100,Datos de las 21:30 del 24 de Mayo de 2015
10087,10,10,087,Guadalupe,2021,1718,1341,46,30,100,Datos de las 23:21 del 24 de Mayo de 2015
10088,10,10,088,Guijo de Coria,227,209,175,4,2,100,Datos de las 22:54 del 24 de Mayo de 2015
